Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves,category
10000,Text,2006-03-01,The Magna Carta,en,Anonymous,Magna Carta; Constitutional history -- England -- Sources,JN; KD,Best Books Ever Listings; British Law; United States Law,J
10015,Text,2003-11-01,"Punchinello, Volume 1, No. 19, August 6, 1870",en,Various,American wit and humor -- Periodicals,AP,Punchinello,A
10026,Text,2003-10-09,"The Mirror of Literature, Amusement, and Instruction. Volume 10, No. 268, August 11, 1827",en,Various,Popular literature -- Great Britain -- Periodicals,AP,"The Mirror of Literature, Amusement, and Instruction",A
10143,Text,2003-11-01,"Punch, or the London Charivari, Volume 153, July 11, 1917",en,Various,English wit and humor -- Periodicals,AP,Punch,A
10217,Text,2003-11-01,The Land of Little Rain,en,"Austin, Mary, 1868-1934","California -- Social life and customs; Natural history -- California; California -- Description and travel; Frontier and pioneer life -- California; California -- History, Local",F850.5,,F
10326,Text,2003-11-01,David: Five Sermons,en,"Kingsley, Charles, 1819-1875","Church of England -- Sermons; Sermons, English; David, King of Israel",BS,,B
10345,Text,2003-11-01,Domestic Manners of the Americans,en,"Trollope, Frances Milton, 1780-1863","United States -- Description and travel; United States -- Social life and customs -- 1783-1865; Trollope, Frances Milton, 1780-1863 -- Travel -- United States; United States -- Social conditions -- To 1865",E151,,E
10427,Text,2003-12-01,Scientific Essays and Lectures,en,"Kingsley, Charles, 1819-1875",Science,Q,,Q
10487,Sound,2003-12-01,Alabama Bound,en,"McGuinn, Roger, 1942-","African Americans -- Music; Folk songs, English -- United States",M,,M
10500,Sound,2003-12-01,Heave Away,en,"McGuinn, Roger, 1942-","Folk songs, English -- United States; Sea songs -- United States",M,,M
10527,Sound,2003-12-01,On the Banks of the Ohio,en,"McGuinn, Roger, 1942-","Folk songs, English -- United States; Folk music -- United States; Ballads, English -- United States",M,,M
10612,Text,2004-01-01,Supply and Demand,en,"Henderson, Hubert Douglas, Sir, 1890-1952; Keynes, John Maynard, 1883-1946 [Author of introduction, etc.]",Supply and demand; Consumption (Economics); Prices,HB,,H
10632,Text,2004-01-01,"The Healthy Life Cook Book, 2d ed.",en,"Daniel, Florence",Vegetarian cooking,TX,Cookbooks and Cooking,T
10654,Sound,2004-01-01,The St. James Infirmary Blues,en,"McGuinn, Roger, 1942-","Folk songs, English -- United States; Blues (Music); Folk music -- United States",M,,M
10674,Text,2004-01-01,"How to Use Your Mind
A Psychology of Study: Being a Manual for the Use of Students and Teachers in the Administration of Supervised Study",en,"Kitson, Harry Dexter, 1886-1959",Study skills,LB,,L
10694,Text,2004-01-01,Sea-Power and Other Studies,en,"Bridge, Cyprian, Sir, 1839-1924",Sea-power; Naval art and science; Great Britain. Royal Navy -- History,V,,V
10759,Sound,2004-01-01,Tarrytown,en,"McGuinn, Roger, 1942-","Folk songs, English -- United States",M,,M
10801,Text,2004-01-01,"The Literary Remains of Samuel Taylor Coleridge, Volume 4",en,"Coleridge, Samuel Taylor, 1772-1834; Coleridge, Henry Nelson, 1798-1843 [Editor]",Literature -- History and criticism,PR,,P
10818,Text,2004-01-01,"Sport and Work on the Nepaul Frontier
Twelve Years Sporting Reminiscences of an Indigo Planter",en,"Inglis, James, 1845-1908","Inglis, James, 1845-1908; Hunting -- India -- Bihar; Hunting -- Nepal",SK,,S
10861,Text,2004-01-01,"Paris under the Commune
The Seventy-Three Days of the Second Siege; with Numerous Illustrations, Sketches Taken on the Spot, and Portraits (from the Original Photographs)",en,"Leighton, John, 1822-1912","Paris (France) -- History -- Commune, 1871",DC,,D
10879,Text,2004-01-01,"A Compilation of the Messages and Papers of the Presidents. Volume 2, part 2: John Quincy Adams",en,"Richardson, James D. (James Daniel), 1843-1914 [Editor]","United States -- Politics and government; United States -- History -- Sources; Adams, John Quincy, 1767-1848; Presidents -- United States",J,,J
10893,Text,2004-01-01,"A Compilation of the Messages and Papers of the Presidents. Volume 1, part 3: Thomas Jefferson",en,"Richardson, James D. (James Daniel), 1843-1914 [Editor]","Jefferson, Thomas, 1743-1826; United States -- Politics and government; United States -- History -- Sources; Presidents -- United States",J,,J
10985,Text,2004-02-01,"The Infant System
For Developing the Intellectual and Moral Powers of all Children, from One to Seven years of Age",en,"Wilderspin, Samuel, 1791-1866",Education,LB,Education,L
10997,Text,2004-02-01,"The World of Waters, Or, A Peaceful Progress O'er the Unpathed Sea",en,"Osborne, David, Mrs. (Fanny)",Voyages and travels -- Juvenile literature; Geography -- Juvenile literature,G,,G
11009,Text,2004-02-01,"Labor's Martyrs: Haymarket 1887, Sacco and Vanzetti 1927",en,"Marcantonio, Vito, 1902-1954; Foster, William Z., 1881-1961 [Author of introduction, etc.]","Sacco, Nicola, 1891-1927; Vanzetti, Bartolomeo, 1888-1927; Sacco-Vanzetti Trial, Dedham, Mass., 1921; Haymarket Square Riot, Chicago, Ill., 1886",HX,,H
11021,Text,2004-02-01,"A Compilation of the Messages and Papers of the Presidents. Volume 5, part 4: James Buchanan",en,"Richardson, James D. (James Daniel), 1843-1914 [Editor]","United States -- Politics and government; United States -- History -- Sources; Presidents -- United States; Buchanan, James, 1791-1868",J,,J
11034,Text,2004-02-01,"A Compilation of the Messages and Papers of the Presidents. Volume 3, part 2: Martin Van Buren",en,"Richardson, James D. (James Daniel), 1843-1914 [Editor]","United States -- Politics and government; United States -- History -- Sources; Presidents -- United States; Van Buren, Martin, 1782-1862",J,,J
11083,Text,2004-02-01,"The Parables of the Saviour
The Good Child's Library, Tenth Book",en,Anonymous,"Children's poetry; Jesus Christ -- Parables -- Juvenile poetry; Bible stories, English -- Juvenile poetry",BT,,B
11094,Text,2004-02-01,"Punch, or the London Charivari, Volume 156, March 12, 1919",en,Various,English wit and humor -- Periodicals,AP,Punch,A
11114,Text,2004-02-01,"Debate on Woman Suffrage in the Senate of the United States,
2d Session, 49th Congress, December 8, 1886, and January 25, 1887",en,Various,Women -- Suffrage -- United States,JK,Suffrage,J
11204,Text,2004-02-01,Diseases of the Horse's Foot,en,"Reeks, H. Caulton (Harry Caulton)",Horses -- Diseases; Hoofs -- Diseases,SF,Zoology,S
11224,Text,2004-02-01,Utilitarianism,en,"Mill, John Stuart, 1806-1873",Utilitarianism,B,Philosophy,B
11225,Text,2004-02-01,"Punch, or the London Charivari, Volume 156, January 22, 1919",en,Various,English wit and humor -- Periodicals,AP,Contemporary Reviews; Punch,A
11276,Text,2004-02-01,Civil Government in the United States Considered with Some Reference to Its Origins,en,"Fiske, John, 1842-1901",United States -- Politics and government,JK,,J
11352,Text,2004-02-01,Germany and the Next War,en,"Bernhardi, Friedrich von, 1849-1930",Germany. Heer; Germany. Kriegsmarine; Imaginary wars and battles; Germany -- Foreign relations,UA,Germany; World War I,U
11353,Text,2004-02-01,"History of Liberia
Johns Hopkins University Studies in Historical and Political Science",en,"McPherson, J. H. T. (John Hanson Thomas), 1865-1953",Liberia -- History -- 1847-1944,H,,H
11489,Text,2004-03-01,"Some Historical Account of Guinea, Its Situation, Produce, and the General Disposition of Its Inhabitants
An Inquiry into the Rise and Progress of the Slave Trade, Its Nature and Lamentable Effects",en,"Benezet, Anthony, 1713-1784",Slave trade -- Early works to 1800; Slavery -- Early works to 1800; Slavery -- Guinea -- Early works to 1800; Guinea -- Description and travel -- Early works to 1800,HT,Slavery,H
11510,Text,2004-03-01,Fascinating San Francisco,en,"Brandt, Fred; Wood, Andrew Y.",San Francisco (Calif.) -- Description and travel,F850.5,,F
11530,Text,2004-03-01,"The Mirror of Literature, Amusement, and Instruction. Volume 19, No. 529, January 14, 1832",en,Various,Popular literature -- Great Britain -- Periodicals,AP,"The Mirror of Literature, Amusement, and Instruction",A
11825,Text,2004-03-01,"U.S. Copyright Renewals, 1962 January - June",en,Library of Congress. Copyright Office,Copyright -- United States -- Catalogs,Z,,Z
11827,Text,2004-03-01,"U.S. Copyright Renewals, 1963 January - June",en,Library of Congress. Copyright Office,Copyright -- United States -- Catalogs,Z,,Z
11836,Text,2004-03-01,"U.S. Copyright Renewals, 1967 July - December",en,Library of Congress. Copyright Office,Copyright -- United States -- Catalogs,Z,,Z
11838,Text,2004-03-01,"U.S. Copyright Renewals, 1968 July - December",en,Library of Congress. Copyright Office,Copyright -- United States -- Catalogs,Z,,Z
11876,Text,2004-04-01,The Three Sisters,en,"Sinclair, May, 1863-1946","Psychological fiction; Sisters -- Fiction; Fathers and daughters -- Fiction; Villages -- Fiction; Children of clergy -- Fiction; Man-woman relationships -- Fiction; England, Northern -- Fiction",PR,,P
11963,Text,2004-04-01,"Punch, or the London Charivari, Volume 156, June 4, 1919.",en,Various,English wit and humor -- Periodicals,AP,Contemporary Reviews; Punch,A
11982,Text,2004-04-01,Eighty Years and More; Reminiscences 1815-1897,en,"Stanton, Elizabeth Cady, 1815-1902","Women -- Suffrage -- United States -- History -- 19th century; Stanton, Elizabeth Cady, 1815-1902; Suffragists -- United States -- Biography; Feminism -- United States -- History -- 19th century",JK,,J
12017,Text,2004-04-01,"The Mirror of Literature, Amusement, and Instruction. Volume 13 — Index to Volume 13",en,Various,Popular literature -- Great Britain -- Periodicals,AP,"The Mirror of Literature, Amusement, and Instruction",A
12041,Text,2004-04-01,The Shadow of the Cathedral,en,"Blasco Ibáñez, Vicente, 1867-1928; Howells, William Dean, 1837-1920 [Author of introduction, etc.]; Gillespie, W. A., Mrs. [Translator]","Toledo (Spain) -- Fiction; Catedral de Toledo -- Fiction; Blasco Ibáñez, Vicente, 1867-1928 -- Criticism and interpretation",PQ,,P
12049,Text,2004-04-01,Legal Status of Women in Iowa,en,"Wilson, Jennie L. (Jennie Lansley), 1847-","Women -- Legal status, laws, etc. -- Iowa",KF,,K
12081,Text,2004-04-01,Lives of Girls Who Became Famous,en,"Bolton, Sarah Knowles, 1841-1916",Women -- Biography,CT,,C
12135,Text,2004-04-01,"The Art of Fencing; Or, The Use of the Small Sword",en,"Labat, maître d'armes; Mahon, Andrew [Translator]",Fencing; Swords,U,,U
12136,Text,2004-04-01,Government and Administration of the United States,en,"Willoughby, Westel Woodbury, 1867-1945; Willoughby, William F. (William Franklin), 1867-1960",United States -- Politics and government,JK,,J
12138,Text,2004-04-01,"The History of University Education in Maryland
The Johns Hopkins University (1876-1891). With supplementary notes on university extension and the university of the future",en,"Steiner, Bernard C. (Bernard Christian), 1867-1926; Gilman, Daniel Coit, 1831-1908 [Contributor]; Moulton, Richard G. (Richard Green), 1849-1924 [Contributor]",Johns Hopkins University -- History; Universities and colleges -- Maryland -- History,LA; LD,,L
12140,Text,2004-04-01,Roman Farm Management: The Treatises of Cato and Varro,en,"Cato, Marcus Porcius, 234 BCE-149 BCE; Varro, Marcus Terentius; Harrison, Fairfax, 1869-1938 [Translator]",Agriculture -- Early works to 1800; Farm management -- Early works to 1800,S,Classical Antiquity,S
12193,Text,2004-04-01,The Gentleman from Everywhere,en,"Foss, James Henry, 1841-","Autobiographies; Foss, James Henry, 1841-",CT,,C
12236,Text,2004-05-01,"Death Valley in '49
Important chapter of California pioneer history. The autobiography of a pioneer, detailing his life from a humble home in the Green Mountains to the gold mines of California; and particularly reciting the sufferings of the band of men, women and children who gave ""Death Valley"" its name",en,"Manly, William Lewis, 1820-1903","Overland journeys to the Pacific; California -- Gold discoveries; Death Valley (Calif. and Nev.) -- History; Manly, William Lewis, 1820-; Pioneers -- California -- Biography; California -- Biography",F850.5,,F
12297,Text,2004-05-01,"Slave Narratives: A Folk History of Slavery in the United States from Interviews with Former Slaves, Volume III, Florida Narratives",en,United States. Work Projects Administration,Slaves -- United States -- Biography; Slave narratives -- Florida; African Americans -- Florida -- Biography,E300,Slavery,E
12320,Text,2004-05-01,Civilization and Beyond: Learning from History,en,"Nearing, Scott, 1883-1983",Civilization -- History,CB,,C
12325,Text,2004-05-01,"A General History and Collection of Voyages and Travels — Volume 03
Arranged in Systematic Order: Forming a Complete History of the Origin and Progress of Navigation, Discovery, and Commerce, by Sea and Land, from the Earliest Ages to the Present Time",en,"Kerr, Robert, 1755-1813",Voyages and travels,G,,G
12406,Text,2004-05-01,Kepler,en,"Bryant, Walter W. (Walter William)","Kepler, Johannes, 1571-1630",QB,Biographies,Q
12424,Text,2004-05-01,"The Trail of the Tramp
By A-No. 1, the Famous Tramp, Written by Himself from Actual Experiences of His Own Life",en,"A-No. 1, 1872-1944",Tramps,HV,,H
12462,Text,2004-05-01,"A Compilation of the Messages and Papers of the Presidents. Volume 6, part 1: Abraham Lincoln",en,"Richardson, James D. (James Daniel), 1843-1914 [Editor]","United States -- Politics and government; Lincoln, Abraham, 1809-1865; United States -- History -- Sources; Presidents -- United States",J,US Civil War,J
12520,Text,2004-06-01,Deadham Hard: A Romance,en,"Malet, Lucas, 1852-1931",Fiction,PR,,P
12576,Text,2004-06-01,"The Mirror of Literature, Amusement, and Instruction. Volume 17, No. 478, February 26, 1831",en,Various,Popular literature -- Great Britain -- Periodicals,AP,"The Mirror of Literature, Amusement, and Instruction",A
12582,Text,2004-06-01,"The History of Rome, Books 27 to 36",en,"Livy, 58 BCE-16; Edmonds, Cyrus R. [Translator]",Rome -- History,DG; PA,,D
12594,Text,2004-06-01,Creative Impulse in Industry: A Proposition for Educators,en,"Marot, Helen, 1865-1940",Technical education -- United States; Working class -- Education -- United States; Business and education -- United States,LC; T,,L
12638,Text,2004-06-01,Public Lands and Agrarian Laws of the Roman Republic,en,"Stephenson, Andrew, 1856-1927",Public lands -- Rome; Colonate; Agricultural laws and legislation (Roman law),H,,H
12652,Text,2004-06-01,"George Washington, Volume I",en,"Lodge, Henry Cabot, 1850-1924","Presidents -- United States -- Biography; Washington, George, 1732-1799",E300,,E
12657,Text,2004-06-01,The Later Works of Titian,en,"Phillips, Claude, Sir, 1846-1924","Titian, approximately 1488-1576",ND,,N
12754,Text,2004-06-28,"A Compilation of the Messages and Papers of the Presidents. Volume 8, part 2: Chester A. Arthur",en,"Richardson, James D. (James Daniel), 1843-1914 [Editor]","United States -- Politics and government; United States -- History -- Sources; Presidents -- United States; Arthur, Chester Alan, 1829-1886",J,,J
12762,Text,2004-06-28,"The Story of a Piece of Coal: What It Is, Whence It Comes, and Whither It Goes",en,"Martin, Edward A. (Edward Alfred), 1864-1943",Coal,TN,Technology,T
12942,Text,2004-07-19,The Highland Fling and How to Teach it,en,"Grant, Horatio N.","Highland fling (Dance) -- Handbooks, manuals, etc.; Dance Instruction and Technical Manuals; Theatrical Dance",GV,,G
12973,Text,2004-07-21,Personal Recollections of Pardee Butler,en,"Butler, Pardee, 1816-1888; Hastings, Rosetta Butler, 1844-1934 [Editor]",Kansas -- History -- 1854-1861,F590.3,,F
13012,Text,2004-07-24,"A Compilation of the Messages and Papers of the Presidents. Volume 7, part 1: Ulysses S. Grant",en,"Richardson, James D. (James Daniel), 1843-1914 [Editor]","United States -- Politics and government; Grant, Ulysses S. (Ulysses Simpson), 1822-1885; United States -- History -- Sources; Presidents -- United States",J,,J
13021,Text,2004-07-25,"A Compilation of the Messages and Papers of the Presidents. Volume 7, part 2: Rutherford B. Hayes",en,"Richardson, James D. (James Daniel), 1843-1914 [Editor]","United States -- Politics and government; United States -- History -- Sources; Hayes, Rutherford Birchard, 1822-1893; Presidents -- United States",J,,J
